seq_id,seq_type,hydration_count_ligand_3A_mean,hydration_count_ligand_3A_std,hydration_count_ligand_3A_min,hydration_count_ligand_3A_max,hydration_count_ligand_3A_early20_mean,hydration_count_ligand_3A_late20_mean,hydration_count_ligand_3A_drift20,hydration_count_ligand_3A_slope,hydration_count_ligand_3A_slope_per_ns,hydration_count_ligand_4A_mean,hydration_count_ligand_4A_std,hydration_count_ligand_4A_min,hydration_count_ligand_4A_max,hydration_count_ligand_4A_early20_mean,hydration_count_ligand_4A_late20_mean,hydration_count_ligand_4A_drift20,hydration_count_ligand_4A_slope,hydration_count_ligand_4A_slope_per_ns,hydration_count_ligand_5A_mean,hydration_count_ligand_5A_std,hydration_count_ligand_5A_min,hydration_count_ligand_5A_max,hydration_count_ligand_5A_early20_mean,hydration_count_ligand_5A_late20_mean,hydration_count_ligand_5A_drift20,hydration_count_ligand_5A_slope,hydration_count_ligand_5A_slope_per_ns,hydration_count_ligand_6A_mean,hydration_count_ligand_6A_std,hydration_count_ligand_6A_min,hydration_count_ligand_6A_max,hydration_count_ligand_6A_early20_mean,hydration_count_ligand_6A_late20_mean,hydration_count_ligand_6A_drift20,hydration_count_ligand_6A_slope,hydration_count_ligand_6A_slope_per_ns,hydration_count_ligand_8A_mean,hydration_count_ligand_8A_std,hydration_count_ligand_8A_min,hydration_count_ligand_8A_max,hydration_count_ligand_8A_early20_mean,hydration_count_ligand_8A_late20_mean,hydration_count_ligand_8A_drift20,hydration_count_ligand_8A_slope,hydration_count_ligand_8A_slope_per_ns,n_frames
pair_3098_binder,Binder,3.093724531377343,1.4774098126782176,0.0,8.0,1.8040816326530613,4.126530612244898,2.3224489795918366,3.209448643310529,0.006980856211659661,7.4197229013854935,3.472190450520154,1.0,18.0,4.1959183673469385,10.342857142857143,6.146938775510205,8.881191115217062,0.01931743581341392,13.121434392828036,5.646103897561646,2.0,30.0,7.836734693877551,18.089795918367347,10.253061224489796,14.868352938365597,0.03234008251955541,19.24286878565607,7.929478549997934,6.0,41.0,12.326530612244898,26.57551020408163,14.248979591836733,20.74310903689781,0.04511823607808116,41.32029339853301,14.459597892958875,19.0,76.0,30.979591836734695,54.82448979591837,23.844897959183672,35.276506614209595,0.07672975881285393,1227
pair_3059_nb,False Positive,2.3162184189079054,1.13019866608832,0.0,7.0,2.5306122448979593,1.7183673469387755,-0.8122448979591839,-0.7770601212140517,-0.0016901797090028317,5.229828850855745,2.1510195956293194,0.0,14.0,5.355102040816327,4.436734693877551,-0.9183673469387754,-0.6454608443570169,-0.001403938758797207,9.527302363488182,2.9389101111224307,3.0,21.0,9.46938775510204,8.56326530612245,-0.9061224489795912,-0.5615268829193317,-0.0012213744054797848,15.292583537082315,3.640974205118317,5.0,30.0,15.020408163265307,14.257142857142858,-0.7632653061224488,-0.1749719264432984,-0.00038058059041500843,40.88101059494703,6.291520764848915,14.0,61.0,35.95918367346939,42.375510204081635,6.4163265306122454,7.83746804393014,0.01704723881224609,1227
pair_3062_binder,Binder,4.292583537082314,1.5315115795070504,0.0,8.0,2.6,4.677551020408163,2.0775510204081633,2.7988659079505904,0.006087799691029017,7.361858190709047,2.2332113780259872,0.0,13.0,5.559183673469388,8.012244897959183,2.4530612244897956,3.22541672307925,0.007015588304685701,11.295843520782396,3.2034528033115794,0.0,19.0,8.963265306122448,11.8,2.8367346938775526,3.9434068953433723,0.008577285253601684,16.815810920945395,4.4285851184885425,2.0,25.0,12.648979591836735,17.76326530612245,5.114285714285714,6.377451956388427,0.013871564886108596,39.92094539527302,7.691978256961974,12.0,58.0,31.46938775510204,44.073469387755104,12.604081632653063,14.789165598145948,0.032167842519077644,1227
pair_3063_binder,Binder,3.4213528932355337,1.204163029505446,0.0,8.0,3.0040816326530613,3.5551020408163265,0.5510204081632653,0.3735734252924831,0.000812557749412687,8.293398533007334,2.6561083554436684,2.0,18.0,7.09795918367347,8.277551020408163,1.1795918367346934,1.9572007677420904,0.004257097917872952,14.790546047269764,4.2022203094380055,2.0,31.0,12.342857142857143,14.306122448979592,1.963265306122448,4.2937648829671184,0.009339347216894216,22.426242868785657,5.808410489990559,6.0,45.0,18.31020408163265,21.191836734693876,2.8816326530612244,6.723756202065889,0.014624809574912224,50.27872860635697,8.97804416057113,24.0,85.0,46.00408163265306,46.5265306122449,0.5224489795918359,5.079466084754264,0.011048322098432335,1227
pair_3066_binder,Binder,3.2404237978810104,1.1680600526398568,0.0,7.0,2.8816326530612244,3.563265306122449,0.6816326530612247,0.13617865135430024,0.000296201525512344,6.922575387123064,2.0197970198631334,2.0,14.0,5.518367346938776,7.771428571428571,2.2530612244897954,1.994480858214602,0.004338185662239482,11.008149959250204,3.024744259014793,2.0,20.0,8.522448979591836,12.538775510204081,4.016326530612245,3.192270015848615,0.006943491062204715,15.877750611246944,4.082449225681384,2.0,26.0,11.942857142857143,17.84081632653061,5.897959183673468,4.574564163009807,0.009950112371962598,37.567237163814184,8.536665392172635,5.0,60.0,26.57551020408163,41.093877551020405,14.518367346938774,13.05280217898585,0.028391086849343876,1227
pair_3067_binder,Binder,2.204563977180114,0.8062785620258994,0.0,4.0,2.1714285714285713,2.183673469387755,0.01224489795918382,0.023733106090169865,5.1621764198303155e-05,6.505297473512632,1.7192319238084277,2.0,14.0,5.669387755102041,6.326530612244898,0.6571428571428575,0.8059778756480807,0.0017530785767223074,11.748981255093724,2.338279696035943,3.0,21.0,10.179591836734694,11.587755102040816,1.408163265306122,1.739318111227033,0.003783182406149067,17.779136104319477,3.014383595884606,6.0,28.0,15.448979591836734,17.79591836734694,2.346938775510205,2.987838774161176,0.006498833657773091,43.36837815810921,4.734989414295661,26.0,62.0,42.518367346938774,43.57551020408163,1.057142857142857,1.0388729163846029,0.0022596474527125706,1227
pair_3068_binder,Binder,2.3610431947840262,1.0265655802503553,0.0,6.0,2.269387755102041,2.4571428571428573,0.18775510204081636,0.6940261064166992,0.001509572825267426,7.32762836185819,2.244307005566468,2.0,17.0,7.889795918367347,7.2,-0.6897959183673468,0.022904836615882662,4.9820199273261535e-05,14.572127139364303,2.6774994033127677,5.0,24.0,14.861224489795918,14.914285714285715,0.053061224489797,0.6091842342091229,0.0013250336796283245,20.93561532192339,3.36600697303011,11.0,34.0,21.375510204081632,21.355102040816327,-0.020408163265305035,0.9895271696279953,0.002152315757755292,46.837815810920944,5.43650654182236,28.0,66.0,45.077551020408166,48.2530612244898,3.1755102040816325,5.3638094024513565,0.011666795872651133,1227
pair_3071_binder,Binder,2.636511817440913,1.8064189339061894,0.0,7.0,0.15918367346938775,3.869387755102041,3.710204081632653,4.654181566225719,0.010123287800382205,7.884270578647107,4.82974740558622,0.0,19.0,1.1183673469387756,11.751020408163265,10.63265306122449,13.822503444486033,0.0300652603468973,13.964140179299104,8.547981558642135,1.0,30.0,2.020408163265306,21.379591836734694,19.35918367346939,25.756393205004656,0.05602260620990682,20.80847595762021,12.691627869217303,1.0,43.0,3.1877551020408164,31.857142857142858,28.66938775510204,38.92759013403629,0.08467121290709365,43.530562347188265,22.33817298299937,4.0,78.0,11.80408163265306,62.53061224489796,50.7265306122449,68.53130301123737,0.14906210551655766,1227
pair_3072_binder,Binder,3.899755501222494,1.0343213432569414,1.0,8.0,4.1387755102040815,4.024489795918368,-0.11428571428571388,-0.1110916432388522,-0.00024163489557118463,9.04156479217604,2.1084840836220575,4.0,17.0,10.057142857142857,9.146938775510204,-0.9102040816326529,-0.8018604206653239,-0.0017441227203160935,15.792991035044825,3.0828573684354676,8.0,32.0,18.146938775510204,15.83673469387755,-2.3102040816326532,-1.8900631555474148,-0.004111067222506611,23.510187449062755,4.0996772346851325,14.0,47.0,26.79591836734694,23.457142857142856,-3.3387755102040835,-3.0243622723254457,-0.006578275741871554,56.89405052974735,6.065805031788717,39.0,89.0,59.089795918367344,54.80408163265306,-4.285714285714285,-3.821157506590319,-0.008311381199761428,1227
pair_3073_binder,Binder,2.7595762021189896,0.9390882274637262,0.0,5.0,2.4571428571428573,2.706122448979592,0.24897959183673457,0.33455715457579027,0.0007276936477994353,9.004074979625102,2.304274689799113,1.0,16.0,7.8,9.281632653061225,1.481632653061225,1.7838774161178044,0.0038801031345683623,18.253463732681336,3.3802934315052457,5.0,28.0,15.575510204081633,18.624489795918368,3.0489795918367353,3.688427323335699,0.008022680420523535,26.75957620211899,4.15157740267718,9.0,37.0,23.538775510204083,26.816326530612244,3.2775510204081613,3.821053972906028,0.0083111560041458,55.505297473512634,6.887305424602135,27.0,75.0,50.03265306122449,55.75918367346939,5.7265306122449005,6.751941256580361,0.014686114750582627,1227
pair_3075_binder,Binder,3.6356968215158925,1.3138831375422442,0.0,7.0,3.1877551020408164,4.338775510204082,1.1510204081632653,1.48337487954254,0.0032264815215715943,7.592502037489813,2.115309009959552,2.0,16.0,6.914285714285715,8.526530612244898,1.612244897959183,1.9966311731959256,0.004342862801948725,12.45965770171149,2.838889473784436,4.0,22.0,11.489795918367347,13.440816326530612,1.9510204081632647,2.4467478476939863,0.005321909402270769,18.62999185004075,3.520115243621569,8.0,31.0,17.314285714285713,20.073469387755104,2.7591836734693906,3.2942825513885454,0.0071653780345590995,44.19804400977995,5.512885942455735,26.0,64.0,43.12244897959184,45.46122448979592,2.33877551020408,3.776335385424051,0.008213888820933223,1227
pair_3076_binder,Binder,3.0,1.1376350596445044,0.0,7.0,4.057142857142857,2.8,-1.2571428571428571,-1.135127386252319,-0.0024690100842899828,9.247758761206194,2.1588659026937322,4.0,19.0,9.36734693877551,9.53061224489796,0.16326530612244916,0.6969648702245088,0.0015159649162033904,17.58272208638957,3.0301868526621965,9.0,29.0,15.453061224489796,18.42448979591837,2.9714285714285733,3.7087358537148685,0.008066853406666376,25.814180929095354,3.8381724091561193,14.0,37.0,22.59591836734694,27.175510204081633,4.579591836734693,5.385758543519988,0.011714537343164732,54.10350448247759,5.676260271418834,30.0,71.0,52.31836734693878,55.29795918367347,2.9795918367346914,3.5754880020388193,0.007777026649350335,1227
pair_3077_binder,Binder,4.274653626731866,1.3578957208659344,1.0,7.0,3.273469387755102,4.983673469387755,1.7102040816326527,2.510803341748763,0.005461236197387196,7.458842705786471,1.800269733625447,2.0,13.0,5.959183673469388,8.179591836734694,2.220408163265306,2.8476143449901636,0.00619383218051151,11.629176854115729,2.6487184501906436,4.0,20.0,9.240816326530613,13.03265306122449,3.7918367346938773,4.4628353894061155,0.009707091657218302,16.940505297473514,4.013288530650274,5.0,28.0,12.289795918367346,19.587755102040816,7.29795918367347,9.133622165765393,0.019866497369799656,38.09942950285249,7.644711996957361,13.0,55.0,27.020408163265305,42.91428571428571,15.893877551020406,17.555235220566566,0.0381843071681709,1227
pair_3078_binder,Binder,3.0122249388753057,1.157103649496436,0.0,6.0,1.6693877551020408,3.4571428571428573,1.7877551020408164,2.042671806184942,0.004443005559945499,6.295843520782396,1.8684549012420777,0.0,11.0,5.7673469387755105,6.83265306122449,1.0653061224489795,1.797551826573115,0.003909846278571211,9.97718011409943,2.857575619561387,0.0,18.0,8.522448979591836,11.69795918367347,3.1755102040816343,5.0810509465367995,0.011051769323625444,14.50122249388753,4.5308638372683046,0.0,25.0,10.56326530612245,17.579591836734693,7.016326530612243,10.981467470512808,0.02388573674934815,33.468622656886716,13.284472677579071,0.0,59.0,17.612244897959183,44.26122448979592,26.64897959183674,39.00599698955902,0.08484175527908434,1227
pair_3079_binder,Binder,2.6919315403422983,0.9204504948598182,0.0,6.0,2.6857142857142855,2.195918367346939,-0.4897959183673466,-0.5111378351903029,-0.0011117734316265424,6.610431947840261,1.6269396851931646,2.0,12.0,6.1755102040816325,6.906122448979592,0.7306122448979595,1.601331602462509,0.003483048618733026,10.789731051344743,2.1797300273316647,6.0,20.0,10.575510204081633,10.8,0.22448979591836782,1.4695650788847034,0.00319644389099446,15.242868785656071,2.836142492807178,8.0,25.0,14.591836734693878,15.820408163265306,1.2285714285714278,3.061021160692242,0.0066580123125443,36.51833740831296,4.74451919960947,24.0,53.0,35.13061224489796,36.90204081632653,1.7714285714285722,4.3327174406473254,0.009424072736590156,1227
pair_3080_binder,Binder,2.545232273838631,0.8045508341076846,0.0,6.0,2.804081632653061,2.23265306122449,-0.5714285714285712,-0.6981355972698962,-0.001518511358933978,5.572127139364303,1.903192262765787,2.0,13.0,6.959183673469388,4.395918367346939,-2.5632653061224495,-3.129536567300876,-0.006807039841872489,9.10757946210269,2.5588110254369454,4.0,19.0,12.004081632653062,7.510204081632653,-4.493877551020408,-5.312823045005294,-0.0115558956933231,12.877750611246944,3.5580713473546837,6.0,28.0,17.59591836734694,10.644897959183673,-6.9510204081632665,-7.706314758328488,-0.016761967935461638,31.617766911165443,5.831771779440523,20.0,57.0,38.608163265306125,29.33061224489796,-9.277551020408165,-9.130938254103514,-0.01986065960653292,1227
pair_3085_binder,Binder,4.700896495517522,1.0716883426221682,1.0,8.0,4.857142857142857,4.7306122448979595,-0.12653061224489726,-0.33413505570908614,-0.0007267755425972511,8.988590057049715,2.083004589051677,3.0,18.0,8.43265306122449,9.236734693877551,0.8040816326530607,0.6748962672124756,0.0014679636045948341,14.772616136919316,3.1929986445489886,6.0,28.0,13.457142857142857,15.175510204081633,1.7183673469387752,1.33176970922963,0.0028967258493303527,21.38956805215974,4.1519416880323865,11.0,39.0,19.2,21.946938775510205,2.7469387755102055,2.0774909806232715,0.004518740577755896,46.58027709861451,6.359819539003691,29.0,73.0,42.96326530612245,47.27755102040816,4.31428571428571,2.9633809322810056,0.006445635524265357,1227
pair_3086_binder,Binder,3.295843520782396,1.2097164364117936,0.0,7.0,3.269387755102041,3.6857142857142855,0.41632653061224456,0.6618589871220025,0.0014396062797650952,9.467807660961695,2.1217003535050747,4.0,17.0,9.522448979591836,9.889795918367346,0.36734693877551017,0.6558540334334158,0.001426544934058545,15.273023634881826,2.6482971235679194,6.0,23.0,15.612244897959183,15.844897959183674,0.23265306122449125,0.5172861432109775,0.0011251465866470422,21.15077424612877,3.43896683330554,9.0,35.0,21.13469387755102,22.36326530612245,1.2285714285714313,1.495870598822901,0.00325366090010419,42.82559087204564,6.18610297074367,19.0,64.0,40.012244897959185,45.138775510204084,5.126530612244899,5.379012925782279,0.011699864982669443,1227
pair_3087_binder,Binder,3.057049714751426,1.4176689546036856,0.0,6.0,1.220408163265306,2.979591836734694,1.759183673469388,2.0370809872335,0.004430844996701468,8.28117359413203,2.1214154502719085,2.0,17.0,7.742857142857143,8.13469387755102,0.3918367346938778,0.6705080318246619,0.0014584187750400475,14.299918500407498,2.7769029308581072,7.0,23.0,13.82857142857143,14.889795918367346,1.0612244897959169,1.552280528499637,0.0033763578651433116,20.063569682151588,3.749386427912265,9.0,37.0,17.49795918367347,21.35918367346939,3.8612244897959194,4.946791650406565,0.010759742578372092,45.11409942950285,9.138079871207905,21.0,66.0,31.624489795918368,48.89795918367347,17.273469387755103,21.577176397505642,0.0469324119575979,1227
pair_3088_binder,Binder,3.0611246943765282,1.3986883038802382,0.0,6.0,1.620408163265306,3.036734693877551,1.416326530612245,1.0353607352484409,0.0022520081245208058,7.680521597392013,2.9265338229608275,0.0,16.0,3.963265306122449,8.338775510204082,4.375510204081633,4.794764381226955,0.010429068800928663,13.537082314588426,4.590399850363293,1.0,24.0,6.8612244897959185,14.648979591836735,7.7877551020408164,9.20266320492502,0.020016668199945662,19.7840260798696,6.429339262364608,1.0,33.0,10.151020408163266,21.59591836734694,11.444897959183674,13.52245486329572,0.029412626130061376,43.45639771801141,9.993739575721696,10.0,66.0,29.0,47.87755102040816,18.877551020408163,21.448340673606072,0.04665218199805564,1227
pair_3091_binder,Binder,3.5990220048899757,1.1903985711840346,0.0,7.0,2.4448979591836735,4.09795918367347,1.6530612244897962,2.223600901539466,0.004836543559629073,7.538712306438468,2.2114968112674886,0.0,14.0,5.448979591836735,7.963265306122449,2.5142857142857142,3.4928123730716854,0.007597199288899805,12.378158109209455,2.953391629433992,0.0,23.0,9.440816326530612,13.106122448979592,3.66530612244898,4.784299514984506,0.010406306721010353,17.879380603096983,3.745592174949357,3.0,28.0,13.983673469387755,19.012244897959185,5.02857142857143,7.080366031394599,0.015400469888840888,40.644661776691116,5.749956417724867,15.0,59.0,36.33877551020408,41.42857142857143,5.089795918367351,7.582424758885976,0.01649249539725063,1227
pair_3099_binder,Binder,2.773431132844336,0.980250726758774,0.0,6.0,3.583673469387755,2.4571428571428573,-1.1265306122448977,-1.344456567619442,-0.0029243209736148816,7.6780766096169515,2.1849750437868227,2.0,17.0,8.46938775510204,7.310204081632653,-1.1591836734693874,-1.8232759650533992,-0.00396579872768548,14.800325998370008,2.9155569950459848,7.0,24.0,14.918367346938776,14.408163265306122,-0.5102040816326543,-1.7801422393539506,-0.0038719787696660127,23.029339853300733,3.8172328082490066,11.0,36.0,21.99591836734694,23.057142857142857,1.0612244897959187,-0.2198099758686871,-0.00047810761472253977,54.47106764466178,6.8889031695687795,31.0,73.0,49.710204081632654,55.18775510204082,5.477551020408164,3.578402873457947,0.007783366772067304,1227
pair_3100_binder,Binder,2.097799511002445,0.8206106511706736,0.0,6.0,2.559183673469388,1.8408163265306123,-0.7183673469387755,-0.6706991709341127,-0.0014588345207919796,6.9356153219233905,2.187598149700652,3.0,19.0,8.224489795918368,6.481632653061224,-1.7428571428571438,-1.5387335441172951,-0.003346891884975087,13.888345558272208,3.0222892899499416,6.0,29.0,15.248979591836735,13.351020408163265,-1.8979591836734695,-1.9595024011850621,-0.004262104189635808,22.516707416462918,3.482919961351705,10.0,40.0,24.820408163265306,21.571428571428573,-3.248979591836733,-3.5679539354746233,-0.007760639337628326,50.62836185819071,5.311681779922564,35.0,72.0,55.53061224489796,49.30204081632653,-6.228571428571428,-7.933125204080819,-0.017255302238348712,1227
pair_3101_binder,Binder,3.7033414832925837,1.375657596302389,0.0,8.0,3.942857142857143,4.146938775510204,0.204081632653061,-0.19704052945533365,-0.0004285819020235632,10.183374083129584,2.368246341610695,3.0,18.0,9.840816326530613,10.881632653061224,1.0408163265306118,0.2592005606747201,0.0005637858850999914,18.89323553382233,3.2631170760644306,5.0,28.0,17.416326530612245,20.73061224489796,3.314285714285713,2.679117255879518,0.005827334977443216,27.146699266503667,3.977687784078003,8.0,38.0,25.146938775510204,29.089795918367347,3.942857142857143,3.1005312074416813,0.00674395042401671,54.61043194784026,6.189995508374635,19.0,72.0,50.96734693877551,57.093877551020405,6.126530612244892,6.117606301219306,0.013306375859095826,1227
pair_3103_binder,Binder,2.220863895680522,0.936076660580184,0.0,5.0,2.436734693877551,1.6938775510204083,-0.7428571428571427,-1.1966662153659913,-0.00260286289367263,5.843520782396088,1.8082388623714576,1.0,11.0,4.244897959183674,5.828571428571428,1.5836734693877546,1.001521148746047,0.0021784038036890643,10.242868785656071,2.6126806784461953,1.0,19.0,6.96734693877551,11.289795918367346,4.322448979591837,3.942068921577214,0.00857437503333815,14.23797881010595,3.505556212379028,4.0,24.0,9.885714285714286,15.061224489795919,5.1755102040816325,3.7494325557688213,0.008155372606348703,30.1760391198044,4.49449319401023,14.0,47.0,26.514285714285716,30.751020408163264,4.236734693877548,2.7748222008075634,0.006035502339983824,1227
